timestamp,open,high,low,close,volume,trade_count,vwap
2022-02-07 05:00:00+00:00,55.33,56.38,53.77,53.9,85966939,552800,55.197752
2022-02-14 05:00:00+00:00,53.41,57.69,52.7,57.21,124046303,823666,55.283903
2022-02-21 05:00:00+00:00,56.93,57.14,53.21,56.04,91819064,673704,55.274266
2022-02-28 05:00:00+00:00,55.41,57.0,54.27,56.51,88236171,635265,55.733094
2022-03-07 05:00:00+00:00,56.31,56.44,53.97,54.69,98423426,695897,55.210088
2022-03-14 04:00:00+00:00,54.73,56.42,53.995,55.97,125040631,693064,55.596718
2022-03-21 04:00:00+00:00,56.06,56.72,53.68,54.97,115067278,595857,55.352843
2022-03-28 04:00:00+00:00,54.8,56.94,54.42,55.66,110852607,683009,55.582994
2022-04-04 04:00:00+00:00,55.46,56.12,53.735,54.3,81260327,561686,54.836633
2022-04-11 04:00:00+00:00,53.92,53.95,51.1207,51.17,80403186,562022,52.184552
2022-04-18 04:00:00+00:00,50.88,53.83,50.8,51.36,83377280,575840,52.244622
2022-04-25 04:00:00+00:00,51.45,51.98,48.87,48.98,107966424,787700,50.327155
2022-05-02 04:00:00+00:00,49.34,51.655,48.85,49.33,107486275,786434,49.889468
2022-05-09 04:00:00+00:00,49.0,50.235,47.47,49.55,107642549,839157,48.948826
2022-05-16 04:00:00+00:00,49.66,50.72,41.02,42.94,209180829,1405881,44.227453
2022-05-23 04:00:00+00:00,43.34,45.64,42.499,45.62,134600808,830152,44.184547
2022-05-30 04:00:00+00:00,45.27,45.8,44.735,45.25,101203592,570978,45.238636
2022-06-06 04:00:00+00:00,45.603,46.09,43.29,43.49,81651036,527778,44.764305
2022-06-13 04:00:00+00:00,43.06,44.425,42.57,43.39,159674852,856665,43.360891
2022-06-20 04:00:00+00:00,43.805,44.28,42.715,44.105,100503201,592004,43.62689
2022-06-27 04:00:00+00:00,44.29,44.4713,41.57,42.6,105447900,591361,42.993852
2022-07-04 04:00:00+00:00,41.52,43.605,40.82,43.39,75832262,454079,42.525546
2022-07-11 04:00:00+00:00,43.34,43.83,41.35,43.07,86602683,531743,42.788052
2022-07-18 04:00:00+00:00,43.3,44.92,42.405,44.46,85382480,490340,43.904987
2022-07-25 04:00:00+00:00,44.66,45.865,43.75,45.37,95988333,545269,44.71127
2022-08-01 04:00:00+00:00,45.06,45.93,44.54,45.01,78869533,494015,45.216679
2022-08-08 04:00:00+00:00,45.49,46.61,44.7249,46.61,78405561,470085,45.739539
2022-08-15 04:00:00+00:00,46.39,50.0,46.025,48.7,127739421,772401,47.977688
2022-08-22 04:00:00+00:00,48.47,48.5,45.88,45.89,93186261,533005,47.155753
2022-08-29 04:00:00+00:00,45.72,46.0,44.275,44.59,81812063,533922,45.128086
2022-09-05 04:00:00+00:00,44.66,45.89,43.98,45.77,62346380,387656,45.054712
2022-09-12 04:00:00+00:00,46.11,46.73,42.785,43.3,119215722,562856,44.141237
2022-09-19 04:00:00+00:00,42.895,43.44,40.12,40.66,87702225,608030,41.898428
2022-09-26 04:00:00+00:00,40.66,41.57,39.96,40.0,108321653,623945,40.673918
2022-10-03 04:00:00+00:00,40.67,42.25,40.0809,40.27,96696985,554964,41.366681
2022-10-10 04:00:00+00:00,40.625,40.96,38.605,40.2,99079966,641103,39.940766
2022-10-17 04:00:00+00:00,41.04,42.97,40.95,42.8,107005938,646956,41.875663
2022-10-24 04:00:00+00:00,43.115,45.71,42.9,45.64,94005539,603068,44.435092
2022-10-31 04:00:00+00:00,45.305,46.21,43.39,44.52,82524718,513777,44.778844
2022-11-07 05:00:00+00:00,44.832,45.81,43.89,44.79,111361480,642160,44.711429
2022-11-14 05:00:00+00:00,44.832,48.04,44.301,47.79,135053255,841081,45.894124
2022-11-21 05:00:00+00:00,47.61,49.05,47.56,48.4,53975488,367338,48.237356
2022-11-28 05:00:00+00:00,48.29,50.46,47.84,49.7,89526329,559421,49.122403
2022-12-05 05:00:00+00:00,49.55,49.64,48.06,48.46,74723827,517749,48.770068
2022-12-12 05:00:00+00:00,48.8,50.71,47.08,47.81,142388721,697112,48.477818
2022-12-19 05:00:00+00:00,47.66,47.96,46.685,47.48,81345901,447709,47.393859
2022-12-26 05:00:00+00:00,47.67,47.77,46.95,47.64,46491448,301220,47.440192
2023-01-02 05:00:00+00:00,47.86,48.585,46.76,48.32,74180679,456177,47.683625
2023-01-09 05:00:00+00:00,48.255,49.43,48.22,48.88,65822104,451429,48.893341
2023-01-16 05:00:00+00:00,48.92,48.94,45.67,46.78,80141217,465435,47.124682
2023-01-23 05:00:00+00:00,46.895,48.73,46.81,48.51,71072993,486380,47.921992
2023-01-30 05:00:00+00:00,48.14,48.9,47.505,48.57,55726222,313528,48.305188
