timestamp,open,high,low,close,volume,trade_count,vwap
2022-02-01 05:00:00+00:00,935.21,943.7,905.0,931.25,24355050,755053,927.181145
2022-02-02 05:00:00+00:00,928.18,931.5,889.41,905.66,22250600,715859,909.282386
2022-02-03 05:00:00+00:00,882.0,937.0,880.52,891.14,26254053,766207,909.306126
2022-02-04 05:00:00+00:00,897.22,936.5,881.17,923.32,24515573,682196,914.55155
2022-02-07 05:00:00+00:00,923.79,947.77,902.7089,907.34,20318520,640095,922.048066
2022-02-08 05:00:00+00:00,905.53,926.2899,894.8,922.0,16888463,512322,914.811202
2022-02-09 05:00:00+00:00,935.0,946.2699,920.0,932.0,17202339,498874,932.882236
2022-02-10 05:00:00+00:00,908.37,943.81,896.7,904.55,21516725,670774,921.051446
2022-02-11 05:00:00+00:00,909.63,915.96,850.7,860.0,25712567,917534,879.750743
2022-02-14 05:00:00+00:00,861.57,898.8799,853.15,875.76,21891414,673081,875.414418
2022-02-15 05:00:00+00:00,900.0,923.0,893.3774,922.43,18920855,584234,914.426068
2022-02-16 05:00:00+00:00,914.05,926.4299,901.21,923.39,16780900,464343,914.212183
2022-02-17 05:00:00+00:00,913.26,918.4999,874.1,876.35,18149070,629617,890.624487
2022-02-18 05:00:00+00:00,886.0,886.87,837.61,856.98,22525270,736921,856.170261
2022-02-22 05:00:00+00:00,834.19,856.7338,801.1001,821.53,27579130,905700,823.556685
2022-02-23 05:00:00+00:00,830.43,835.2997,760.56,764.04,31772399,1234438,789.605834
2022-02-24 05:00:00+00:00,700.39,802.48,700.0,800.77,45216807,1313578,755.552166
2022-02-25 05:00:00+00:00,809.23,819.5,782.4005,809.87,24636701,726859,802.143594
2022-02-28 05:00:00+00:00,815.01,876.86,814.7075,870.43,32122124,848292,855.749058
2022-03-01 05:00:00+00:00,869.68,889.88,853.78,864.37,24157473,648571,867.666128
2022-03-02 05:00:00+00:00,872.585,886.48,844.2721,879.89,24283971,672819,865.884264
2022-03-03 05:00:00+00:00,878.77,886.439,832.6001,839.29,20038426,627576,855.20177
2022-03-04 05:00:00+00:00,849.1,855.65,825.1609,838.29,21832434,581744,839.696783
2022-03-07 05:00:00+00:00,856.3,866.14,804.57,804.58,23581848,679982,831.316312
2022-03-08 05:00:00+00:00,795.53,849.99,782.17,824.4,25682302,710562,821.517965
2022-03-09 05:00:00+00:00,839.48,860.56,832.01,858.97,19015970,521312,850.715956
2022-03-10 05:00:00+00:00,851.45,854.45,810.3601,838.3,19210350,559271,830.235671
2022-03-11 05:00:00+00:00,840.197,843.802,793.77,795.35,21892445,731665,808.992306
2022-03-14 04:00:00+00:00,780.56,800.7,756.04,766.03,22786207,767451,773.994501
2022-03-15 04:00:00+00:00,775.27,805.57,756.57,801.89,21886701,607898,788.104498
2022-03-16 04:00:00+00:00,808.0,842.0,802.2601,840.23,27326647,730514,827.672525
2022-03-17 04:00:00+00:00,830.83,875.0,825.7178,871.6,21832556,596800,856.533806
2022-03-18 04:00:00+00:00,874.49,907.85,867.39,905.39,33384628,692802,896.2399
2022-03-21 04:00:00+00:00,914.98,942.85,907.09,921.16,27045590,736829,922.470259
2022-03-22 04:00:00+00:00,930.0,997.86,921.75,993.98,35093226,934124,963.001715
2022-03-23 04:00:00+00:00,979.94,1040.7,976.4,999.11,40075930,1117485,1009.661743
2022-03-24 04:00:00+00:00,1009.99,1024.49,988.8,1013.92,22779780,676954,1008.857952
2022-03-25 04:00:00+00:00,1008.048,1021.7999,997.3201,1010.64,20508872,585346,1007.503106
2022-03-28 04:00:00+00:00,1065.1,1097.8799,1053.6,1091.84,65336935,2121994,1079.713266
2022-03-29 04:00:00+00:00,1107.99,1114.77,1073.11,1099.57,24598310,833574,1096.618704
2022-03-30 04:00:00+00:00,1091.17,1113.95,1084.0,1093.99,19955002,597499,1098.548645
2022-03-31 04:00:00+00:00,1094.57,1103.1399,1076.641,1077.6,16261241,506972,1089.405932
2022-04-01 04:00:00+00:00,1081.15,1094.75,1066.64,1084.59,18057555,548116,1081.406344
2022-04-04 04:00:00+00:00,1089.38,1149.91,1072.53,1145.45,27372047,858339,1122.312887
2022-04-05 04:00:00+00:00,1136.3,1152.87,1087.3,1091.26,26708023,856933,1114.093096
2022-04-06 04:00:00+00:00,1073.47,1079.0,1027.7,1045.54,29241024,959026,1047.242127
2022-04-07 04:00:00+00:00,1052.39,1076.59,1021.5401,1057.01,25796269,766967,1051.195177
2022-04-08 04:00:00+00:00,1043.21,1048.44,1022.435,1025.49,18370032,579470,1034.426294
2022-04-11 04:00:00+00:00,980.49,1008.4681,974.64,975.73,19247775,753108,988.226289
2022-04-12 04:00:00+00:00,997.64,1021.1921,976.6001,986.95,21911504,611390,997.269352
2022-04-13 04:00:00+00:00,981.075,1026.24,973.097,1022.37,18354275,518724,1004.878581
2022-04-14 04:00:00+00:00,999.29,1012.7099,982.19,985.0,19448903,579100,991.712138
2022-04-18 04:00:00+00:00,989.03,1014.92,973.41,1004.29,17210701,543314,997.42495
2022-04-19 04:00:00+00:00,1005.06,1034.94,995.325,1028.15,16590726,526924,1021.441997
2022-04-20 04:00:00+00:00,1030.0,1034.0,975.2501,977.2,23556408,861588,998.419695
2022-04-21 04:00:00+00:00,1074.73,1092.22,996.415,1008.78,35066333,1116917,1046.308315
2022-04-22 04:00:00+00:00,1014.91,1034.85,994.0001,1005.05,23183920,689893,1013.88235
2022-04-25 04:00:00+00:00,979.69,1008.62,975.3,998.02,22678675,715493,992.723327
2022-04-26 04:00:00+00:00,995.43,1000.0,875.0,876.42,45271017,1565207,911.355177
2022-04-27 04:00:00+00:00,898.58,918.0,877.36,881.87,25074619,907453,897.25449
2022-04-28 04:00:00+00:00,899.98,900.0,821.7,877.51,41559747,1363374,858.822751
2022-04-29 04:00:00+00:00,902.25,934.3999,870.0,870.76,29290659,888385,901.175437
2022-05-02 04:00:00+00:00,860.77,906.3599,848.03,902.94,25126930,780641,876.908957
2022-05-03 04:00:00+00:00,904.0,924.08,888.59,909.25,21168901,604768,908.681213
2022-05-04 04:00:00+00:00,903.94,955.5,885.28,952.62,27026810,723157,917.218674
2022-05-05 04:00:00+00:00,939.21,945.6,857.7,873.28,30686905,1010201,890.346461
2022-05-06 04:00:00+00:00,887.0,888.0,843.105,865.65,24195499,786134,868.064655
2022-05-09 04:00:00+00:00,836.45,845.63,781.15,787.11,30223764,1126111,810.069342
2022-05-10 04:00:00+00:00,819.0,825.36,774.25,800.04,27973309,888960,800.410106
2022-05-11 04:00:00+00:00,795.0,809.77,727.2,734.0,32402586,1137023,765.981513
2022-05-12 04:00:00+00:00,701.0,759.66,680.0,728.0,46652838,1389234,720.968479
2022-05-13 04:00:00+00:00,773.48,787.3499,751.565,769.59,30602785,860508,769.718133
2022-05-16 04:00:00+00:00,767.16,769.76,719.0885,724.37,28554811,840394,740.525206
2022-05-17 04:00:00+00:00,747.36,764.48,728.85,761.61,26634832,724602,750.233358
2022-05-18 04:00:00+00:00,744.52,760.5,700.81,709.81,29347788,883301,725.140959
2022-05-19 04:00:00+00:00,707.0,734.0,694.11,709.5,29511657,815224,712.418747
2022-05-20 04:00:00+00:00,713.99,721.582,633.0,663.9,48046224,1676151,663.535274
2022-05-23 04:00:00+00:00,655.02,679.9551,638.06,674.9,29590574,883161,662.936113
2022-05-24 04:00:00+00:00,653.53,653.92,620.57,628.16,29593653,912510,636.240139
2022-05-25 04:00:00+00:00,623.85,669.32,623.0101,658.8,30590856,769378,652.186078
2022-05-26 04:00:00+00:00,661.42,718.6699,653.66,707.73,35567628,909805,695.494428
2022-05-27 04:00:00+00:00,723.26,759.8,720.5311,759.63,29703865,776714,747.650744
2022-05-31 04:00:00+00:00,773.56,778.8,734.23,758.01,32304069,864968,759.960296
2022-06-01 04:00:00+00:00,755.16,771.98,730.92,740.37,25636584,660022,747.050497
2022-06-02 04:00:00+00:00,732.47,792.63,726.2,775.0,31052521,758122,770.96479
2022-06-03 04:00:00+00:00,729.675,743.3899,700.2534,703.55,36920083,1081787,715.377163
2022-06-06 04:00:00+00:00,733.06,734.6,703.05,714.84,27958792,747385,716.355493
2022-06-07 04:00:00+00:00,702.0,719.99,690.28,716.66,24190027,639574,710.128579
2022-06-08 04:00:00+00:00,720.26,749.89,717.53,725.6,25382915,681660,734.751517
2022-06-09 04:00:00+00:00,748.02,766.6399,717.98,719.12,32180555,874552,742.85095
2022-06-10 04:00:00+00:00,705.47,718.5,683.74,696.69,32608806,971300,697.983684
2022-06-13 04:00:00+00:00,669.5,679.9,644.0501,647.21,34082473,1037393,657.309333
2022-06-14 04:00:00+00:00,654.86,678.99,635.21,662.67,32655269,805229,656.271499
2022-06-15 04:00:00+00:00,662.75,706.9899,654.45,699.0,38861187,875944,683.569142
2022-06-16 04:00:00+00:00,668.21,675.5,626.08,639.3,35866467,979183,647.329238
2022-06-17 04:00:00+00:00,640.3,662.9082,639.59,650.28,30894923,673227,650.510344
2022-06-21 04:00:00+00:00,673.81,730.7321,673.0,711.11,40927708,1004598,712.802511
2022-06-22 04:00:00+00:00,703.51,740.5,701.48,708.26,33830752,758112,718.67348
2022-06-23 04:00:00+00:00,713.715,717.95,685.91,705.21,34702607,794666,702.161322
2022-06-24 04:00:00+00:00,712.405,738.2,708.26,737.4,29655650,678782,729.961502
2022-06-27 04:00:00+00:00,748.1,756.21,727.6966,734.76,29713729,680546,738.385339
2022-06-28 04:00:00+00:00,733.45,749.91,697.03,697.99,30199337,777219,718.608472
2022-06-29 04:00:00+00:00,691.5,693.52,666.82,685.47,27599202,734308,678.798895
2022-06-30 04:00:00+00:00,673.53,688.37,656.59,673.42,31517105,759370,674.648319
2022-07-01 04:00:00+00:00,681.0,690.69,666.3601,681.79,24817437,624843,676.780771
2022-07-05 04:00:00+00:00,669.0,699.44,648.5001,699.2,28259653,783236,674.624637
2022-07-06 04:00:00+00:00,692.34,703.69,681.56,695.2,23951309,603510,691.284185
2022-07-07 04:00:00+00:00,701.76,736.085,696.63,733.63,27314079,699835,723.8996
2022-07-08 04:00:00+00:00,727.0,764.9399,723.4843,752.29,33951371,825388,750.44032
2022-07-11 04:00:00+00:00,756.31,759.19,700.88,703.03,32424520,847317,717.338087
2022-07-12 04:00:00+00:00,710.54,719.32,685.105,699.21,29309672,691896,699.332113
2022-07-13 04:00:00+00:00,676.5,726.1799,675.1,711.12,32651507,769778,708.969144
2022-07-14 04:00:00+00:00,704.69,715.96,688.0,714.94,26188580,600569,701.677932
2022-07-15 04:00:00+00:00,720.0,730.8699,710.67,720.2,23228428,519686,719.023847
2022-07-18 04:00:00+00:00,734.81,751.55,718.81,721.64,27666062,642641,738.602922
2022-07-19 04:00:00+00:00,735.0,741.42,710.93,736.59,26956592,622879,729.507007
2022-07-20 04:00:00+00:00,740.35,751.99,730.449,742.5,29720367,751727,744.954267
2022-07-21 04:00:00+00:00,765.32,819.8,764.6,815.12,47365966,1184823,797.007571
2022-07-22 04:00:00+00:00,828.66,842.36,812.14,816.73,34385327,905725,825.627341
2022-07-25 04:00:00+00:00,816.65,822.44,802.2,805.3,21351742,560851,810.941726
2022-07-26 04:00:00+00:00,799.54,801.9299,768.79,776.58,22273586,551723,782.001569
2022-07-27 04:00:00+00:00,791.43,827.7768,785.3701,824.46,29275547,669212,811.026306
2022-07-28 04:00:00+00:00,840.2,849.9,818.4,842.7,28240997,700681,837.389749
2022-07-29 04:00:00+00:00,842.1,894.96,837.3,891.45,31767280,783906,869.314942
2022-08-01 04:00:00+00:00,903.825,935.6347,885.0,891.83,39015653,1085245,907.544607
2022-08-02 04:00:00+00:00,882.01,923.5,878.0,901.76,31864558,808466,905.385374
2022-08-03 04:00:00+00:00,915.0,928.65,903.45,922.19,26850395,746899,918.89493
2022-08-04 04:00:00+00:00,933.0,940.82,915.0,925.9,24107429,694806,927.185283
2022-08-05 04:00:00+00:00,908.01,913.8199,856.634,864.51,37691701,1120814,883.268251
2022-08-08 04:00:00+00:00,885.0,915.6,867.2562,871.27,33122428,925611,892.581478
2022-08-09 04:00:00+00:00,870.88,877.19,838.06,850.0,28741686,806034,852.410994
2022-08-10 04:00:00+00:00,891.2,892.53,850.11,883.07,31644723,888684,873.149261
2022-08-11 04:00:00+00:00,889.54,894.71,857.5,859.89,23385015,726685,873.439801
2022-08-12 04:00:00+00:00,868.245,900.48,855.1,900.09,26546392,676532,881.560748
2022-08-15 04:00:00+00:00,905.36,939.4,903.69,927.96,29786389,825109,923.982755
2022-08-16 04:00:00+00:00,935.0,944.0,908.65,919.69,29400292,805572,925.212967
2022-08-17 04:00:00+00:00,910.19,928.97,900.1,911.99,22910203,611288,912.866741
2022-08-18 04:00:00+00:00,918.0,919.5,905.56,908.61,15833512,490140,912.705837
2022-08-19 04:00:00+00:00,897.0,901.08,877.5,890.0,20465129,589024,887.067073
2022-08-22 04:00:00+00:00,875.74,877.2,858.89,869.74,18614449,587357,867.328045
2022-08-23 04:00:00+00:00,874.36,896.4799,863.77,889.36,21328348,576125,884.370304
2022-08-24 04:00:00+00:00,892.69,910.94,889.5,891.29,19089280,594436,900.3355
2022-08-25 04:00:00+00:00,302.36,302.96,291.6,296.07,53254602,1041465,295.53456
2022-08-26 04:00:00+00:00,297.43,302.0,287.47,288.09,57216420,984030,292.622233
2022-08-29 04:00:00+00:00,282.83,287.74,280.7,284.82,41881560,693163,284.40533
2022-08-30 04:00:00+00:00,287.865,288.48,272.65,277.7,50539842,827061,279.439363
2022-08-31 04:00:00+00:00,280.62,281.25,271.81,275.61,52119181,756656,276.374945
2022-09-01 04:00:00+00:00,272.575,277.58,266.15,277.16,54291288,836006,271.385916
2022-09-02 04:00:00+00:00,281.065,282.35,269.08,270.21,50881967,760219,274.582276
2022-09-06 04:00:00+00:00,272.675,275.99,265.74,274.42,55838296,852459,272.124079
2022-09-07 04:00:00+00:00,273.1,283.84,272.27,283.7,50022019,716948,279.912686
2022-09-08 04:00:00+00:00,281.3,289.5,279.76,289.26,53649983,712036,286.100932
2022-09-09 04:00:00+00:00,291.67,299.85,291.245,299.68,54470854,781284,297.338013
2022-09-12 04:00:00+00:00,300.72,305.49,300.4,304.42,48674604,766855,303.612681
2022-09-13 04:00:00+00:00,292.9,297.3999,290.4,292.13,68179919,984312,293.862959
2022-09-14 04:00:00+00:00,292.24,306.0,291.64,302.61,72625541,951692,300.535495
2022-09-15 04:00:00+00:00,301.825,309.12,300.7247,303.75,64753908,854631,304.866658
2022-09-16 04:00:00+00:00,299.605,303.71,295.6005,303.35,87168238,757459,300.620806
2022-09-19 04:00:00+00:00,300.09,309.84,297.8,309.07,60240729,842284,306.320687
2022-09-20 04:00:00+00:00,306.91,313.33,305.58,308.73,61689176,819819,309.30429
2022-09-21 04:00:00+00:00,308.29,313.8,300.63,300.8,62552372,836954,307.540263
2022-09-22 04:00:00+00:00,299.86,301.29,285.82,288.59,70549440,1085905,291.596195
2022-09-23 04:00:00+00:00,283.09,284.5,272.82,275.33,63794409,1057063,276.647598
2022-09-26 04:00:00+00:00,271.83,284.09,270.31,276.01,58306430,909217,278.24089
2022-09-27 04:00:00+00:00,283.84,288.67,277.51,282.94,61925200,857133,283.48081
2022-09-28 04:00:00+00:00,283.08,289.0,277.57,287.81,54686456,739799,283.420537
2022-09-29 04:00:00+00:00,282.76,283.65,265.78,268.21,77629009,1125573,271.393935
2022-09-30 04:00:00+00:00,266.145,275.57,262.47,265.25,67737771,927532,269.013225
