timestamp,open,high,low,close,volume,trade_count,vwap
2022-02-01 05:00:00+00:00,251.04,251.45,238.9001,246.38,51842033,698834,244.16907
2022-02-02 05:00:00+00:00,257.94,258.17,245.5301,252.42,54307416,787024,251.59281
2022-02-03 05:00:00+00:00,244.58,250.77,237.8,239.48,40959649,588210,244.079764
2022-02-04 05:00:00+00:00,239.72,246.35,236.32,243.19,35427657,487722,242.276384
2022-02-07 05:00:00+00:00,243.72,251.82,242.02,247.28,37651438,499542,247.631497
2022-02-08 05:00:00+00:00,243.59,252.3,239.8,251.08,40992804,572739,247.34463
2022-02-09 05:00:00+00:00,256.22,267.25,253.53,267.05,51892359,821276,262.093243
2022-02-10 05:00:00+00:00,259.95,269.2499,256.0,258.24,50277490,734652,263.043156
2022-02-11 05:00:00+00:00,259.215,261.52,237.73,239.49,58758981,843526,246.961212
2022-02-14 05:00:00+00:00,239.34,248.75,237.55,242.67,42655429,612797,243.49215
2022-02-15 05:00:00+00:00,249.49,265.45,247.84,264.95,69525383,922849,259.867941
2022-02-16 05:00:00+00:00,262.59,265.82,255.52,265.11,72139888,1116051,261.365236
2022-02-17 05:00:00+00:00,256.3,257.85,241.65,245.07,80377742,1105421,246.980753
2022-02-18 05:00:00+00:00,246.675,249.86,231.0,236.42,75850852,1018457,237.335464
2022-02-22 05:00:00+00:00,230.35,240.6399,230.0,233.9,61427854,806358,234.467947
2022-02-23 05:00:00+00:00,238.02,241.5499,223.01,223.87,56667820,806738,230.324905
2022-02-24 05:00:00+00:00,210.15,238.0,208.9,237.48,73622493,985723,224.882251
2022-02-25 05:00:00+00:00,237.21,242.17,233.81,241.57,51306224,679716,238.784253
2022-02-28 05:00:00+00:00,239.92,246.65,237.0701,243.85,46288298,560265,241.824596
2022-03-01 05:00:00+00:00,242.91,243.77,231.32,234.77,39773678,572736,236.391138
2022-03-02 05:00:00+00:00,237.56,244.09,234.15,242.2,37855375,493294,240.273702
2022-03-03 05:00:00+00:00,242.615,243.2599,234.69,237.14,35736498,484384,238.576849
2022-03-04 05:00:00+00:00,233.84,236.8,224.82,229.36,42142787,594460,229.430114
2022-03-07 05:00:00+00:00,228.17,230.33,213.3,213.52,43894040,673121,219.388596
2022-03-08 05:00:00+00:00,213.09,223.7299,206.5,215.14,54244423,694224,215.341087
2022-03-09 05:00:00+00:00,223.87,232.17,222.5,230.14,47692248,580788,227.879981
2022-03-10 05:00:00+00:00,225.5,227.88,218.82,226.58,42111397,554057,223.622263
2022-03-11 05:00:00+00:00,230.22,231.45,220.46,221.0,35963479,536967,224.997045
2022-03-14 04:00:00+00:00,218.69,222.62,211.5901,213.3,37534606,536922,216.084131
2022-03-15 04:00:00+00:00,215.18,230.38,213.2201,229.73,48481457,626718,225.209698
2022-03-16 04:00:00+00:00,235.0,245.97,231.72,244.96,65895730,773629,239.994853
