timestamp,CSCO_close,MSFT_close,TSLA_close,AAPL_close,CSCO_returns,MSFT_returns,TSLA_returns,AAPL_returns
2022-02-02 05:00:00+00:00,56.17,313.46,905.66,175.84,0.014448257178977908,0.015222179038735462,-0.02747919463087256,0.007044270087623872
2022-02-03 05:00:00+00:00,55.2,301.25,891.14,172.9,-0.017269004806836352,-0.03895233841638479,-0.016032506680211056,-0.01671974522292996
2022-02-04 05:00:00+00:00,55.15,305.94,923.32,172.39,-0.0009057971014493349,0.015568464730290499,0.036111048768992626,-0.0029496818970504712
2022-02-07 05:00:00+00:00,55.17,300.95,907.34,171.66,0.00036264732547608425,-0.016310387657710645,-0.017307109127929654,-0.004234584372643346
2022-02-08 05:00:00+00:00,55.34,304.56,922.0,174.83,0.003081384810585508,0.011995348064462563,0.016157118610443666,0.01846673657229414
2022-02-09 05:00:00+00:00,56.29,311.21,932.0,176.28,0.017166606432959863,0.021834778040451752,0.010845986984815648,0.008293771091917757
2022-02-10 05:00:00+00:00,54.87,302.38,904.55,172.12,-0.025226505596020687,-0.028373124256932614,-0.02945278969957088,-0.02359882005899705
2022-02-11 05:00:00+00:00,53.9,295.04,860.0,168.64,-0.01767814835064696,-0.02427409220186516,-0.04925100878890054,-0.020218452242621532
2022-02-14 05:00:00+00:00,53.18,295.0,875.76,168.88,-0.013358070500927632,-0.00013557483731030384,0.0183255813953489,0.0014231499051233776
2022-02-15 05:00:00+00:00,54.27,300.47,922.43,172.79,0.020496427228281267,0.018542372881356073,0.053290855942267346,0.023152534343912734
2022-02-16 05:00:00+00:00,54.25,299.5,923.39,172.55,-0.00036852773171192066,-0.003228275701401273,0.0010407293778389448,-0.0013889692690548516
2022-02-17 05:00:00+00:00,55.77,290.73,876.35,168.88,0.028018433179723523,-0.029282136894824617,-0.05094272192681315,-0.02126919733410615
2022-02-18 05:00:00+00:00,57.21,287.93,856.98,167.3,0.025820333512641236,-0.009630929040690739,-0.022103041022422554,-0.009355755566082369
2022-02-22 05:00:00+00:00,56.3,287.72,821.53,164.32,-0.015906310085649467,-0.0007293439377625832,-0.04136619290998633,-0.01781231320980281
2022-02-23 05:00:00+00:00,54.44,280.34,764.04,160.24,-0.033037300177619855,-0.025649937439177206,-0.06997918517887358,-0.024829600778967786
2022-02-24 05:00:00+00:00,54.73,294.59,800.77,162.51,0.005326965466568634,0.05083113362345726,0.0480733992984661,0.014166250624063847
2022-02-25 05:00:00+00:00,56.04,297.31,809.87,164.85,0.0239356842682259,0.009233171526528583,0.011364062090238214,0.014399113900683158
2022-02-28 05:00:00+00:00,55.77,298.79,870.43,165.12,-0.004817987152034187,0.004977969123137527,0.07477743341523935,0.0016378525932667642
2022-03-01 05:00:00+00:00,54.62,294.95,864.37,163.2,-0.020620405235790007,-0.012851835737474615,-0.0069620762152039495,-0.011627906976744318
2022-03-02 05:00:00+00:00,56.15,300.19,879.89,166.56,0.028011717319663232,0.017765723003899003,0.017955273783217818,0.020588235294117796
