,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
timestamp,,,,,,,,,,,,,,
2023-04-24 04:00:00+00:00,282.09,284.95,278.72,281.77,26640768,420959,281.726259,164.65,165.65,158.61,162.55,140151389,1309355,161.47094
2023-04-25 04:00:00+00:00,279.51,281.6,275.37,275.42,47004633,627981,280.958848,159.82,163.47,158.75,160.67,122252706,1058880,161.745505
2023-04-26 04:00:00+00:00,296.7,299.57,292.73,295.37,64681706,869828,296.027735,160.29,160.67,153.14,153.75,153606627,1447429,155.82122
2023-04-27 04:00:00+00:00,295.97,305.2,295.25,304.83,46463058,650724,302.549963,152.64,160.48,152.37,160.19,127015246,1211251,157.215435
2023-04-28 04:00:00+00:00,304.01,308.93,303.31,307.32,31737282,485116,306.123532,160.9,165.0,157.32,164.35,118441641,991166,162.391446
2023-05-01 04:00:00+00:00,306.97,308.6,305.15,305.56,21329194,317112,306.613708,163.17,163.28,158.83,161.83,109134754,944134,161.338088
2023-05-02 04:00:00+00:00,307.76,309.18,303.91,305.41,26403119,393404,306.093055,161.88,165.49,158.93,160.31,128258530,1017059,161.815974
2023-05-03 04:00:00+00:00,306.62,308.61,304.09,304.4,21652503,338579,305.760929,160.01,165.0,159.91,160.6082,116326832,1028650,163.292749
2023-05-04 04:00:00+00:00,306.24,307.7626,303.4,305.41,22519707,311223,305.777013,162.7428,162.95,159.65,161.2,95108639,856343,161.381548
2023-05-05 04:00:00+00:00,305.72,311.97,304.27,310.65,27513431,375141,309.59401,163.9999,170.7899,163.51,170.06,105271613,995291,168.089017
2023-05-08 04:00:00+00:00,310.13,310.2,306.09,308.65,21332551,336127,308.093094,173.7497,173.8,169.19,171.79,112365647,1092505,171.372861
2023-05-09 04:00:00+00:00,308.0,310.04,306.31,307.0,21343582,300078,307.717793,168.65,169.82,166.56,169.15,89171215,925377,168.151361
2023-05-10 04:00:00+00:00,308.62,313.0,307.67,312.31,30078038,398455,310.90262,172.5001,174.43,166.68,168.54,119838668,1252285,170.262775
2023-05-11 04:00:00+00:00,310.1,311.12,306.2601,310.07,27917859,373860,309.269802,168.68,173.57,166.79,172.08,103361068,1103037,169.583142
